content_id,content_old_id,content_name,content_description,views,reads,date_Data
45378,35547,Anemia in chronic kidney disease,"Anemia is a common complication of chronic kidney disease (CKD).[1] Anemia refers to a decrease in the number of RBCs or the amount of hemoglobin in the blood. It is relatively uncommon in stages 1-2 of CKD; however, almost 90% of patients with a glomerular filtration rate (GFR) less than 30 mL/min are anemic. Also, the prevalence of anemia in CKD increases as the CKD stage increases. For the evaluation of anemia in CKD, the initial tests must include a variety of tests, including complete blood count (CBC), serum ferritin, serum transferrin saturation (TSAT), absolute reticulocyte count, serum vitamin B12 and folate levels. Iron therapy is a commonly adopted approach for the treatment of anemia in CKD.[2]



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC11200696/
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC7863960/


",833,115,"0,0,0,0,0,0,0"
45382,35549,CKD screening in type 2 DM,"Chronic kidney disease (CKD) screening in individuals with type 2 diabetes is essential to prevent progression to end-stage renal disease (ESRD). Patients with diabetes are at an increased risk of CKD, yet a significant proportion remain undiagnosed. Early detection is critical, as it allows for timely intervention to slow disease progression.[1] Screening typically involves measuring urinary albumin excretion (UAE), which helps identify early signs of kidney damage. Regular monitoring of UAE and estimated glomerular filtration rate (eGFR) can aid in the early identification of CKD.[2] Screening should begin at diagnosis in patients with type 2 diabetes and continue annually, as early intervention with lifestyle changes and pharmacologic treatments, such as ACE inhibitors or ARBs, can significantly reduce the risk of ESRD and improve long-term outcomes.



Citation



	^ https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02438-6&nbsp;
	^ https://www.nature.com/articles/s41598-024-56765-0&nbsp;


",1279,137,"0,0,0,0,0,0,0"
45594,35660,Proteinuria in chronic kidney disease,"Proteinuria, the presence of excess protein in urine, is a significant marker of kidney damage in chronic kidney disease (CKD). It results from glomerular injury, leading to increased permeability of the filtration barrier, allowing proteins like albumin to pass into the urine.[1] Proteinuria is both a sign of kidney dysfunction and a risk factor for disease progression. The amount of proteinuria correlates with the severity of kidney damage and can predict the progression to end-stage renal disease. Managing proteinuria involves controlling blood pressure, particularly with angiotensin-converting enzyme inhibitors (ACE inhibitors) or angiotensin receptor blockers (ARBs), which help reduce protein leakage.[2] Tight glycemic control in diabetic patients and lifestyle modifications are also crucial. Regular monitoring of protein levels is essential for assessing CKD progression and treatment effectiveness.



Citation



	^ https://www.nature.com/articles/s41598-024-64833-8&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC9380095/&nbsp;


",586,85,"0,0,0,0,0,0,0"
45595,35661,Proteinuria in chronic kidney disease,"Proteinuria, the presence of excess protein in urine, is a significant marker of kidney damage in chronic kidney disease (CKD). It results from glomerular injury, leading to increased permeability of the filtration barrier, allowing proteins like albumin to pass into the urine.[1] Proteinuria is both a sign of kidney dysfunction and a risk factor for disease progression. The amount of proteinuria correlates with the severity of kidney damage and can predict the progression to end-stage renal disease. Managing proteinuria involves controlling blood pressure, particularly with angiotensin-converting enzyme inhibitors (ACE inhibitors) or angiotensin receptor blockers (ARBs), which help reduce protein leakage.[2] Tight glycemic control in diabetic patients and lifestyle modifications are also crucial. Regular monitoring of protein levels is essential for assessing CKD progression and treatment effectiveness.



Citation



	^ https://www.nature.com/articles/s41598-024-64833-8&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC9380095/&nbsp;&nbsp;


",345,53,"0,0,0,0,0,0,0"
45596,35662,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension (HTN) share a complex, bidirectional relationship&mdash;declining kidney function raises blood pressure, while sustained hypertension accelerates CKD progression. This harmful feedback loop is well-documented in both animal models and clinical studies. In the Chronic Renal Insufficiency Cohort (CRIC) study of 3612 adults with CKD, 86% reported hypertension compared to 29% in the general population. Hypertension becomes increasingly prevalent and harder to control as CKD advances.[1] Intensive blood pressure lowering has been shown to reduce the risk of kidney failure events by 17% and end-stage kidney disease by 18%, especially in patients with proteinuria.[2] Effective management of hypertension in CKD includes identifying the underlying renal pathology, setting appropriate BP goals, and implementing both non-pharmacological and pharmacological interventions.



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/


",440,74,"0,0,0,0,0,0,0"
45597,35663,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension exhibit a bidirectional relationship&mdash;declining renal function raises blood pressure, while persistent hypertension accelerates CKD progression, creating a harmful feedback loop documented in both experimental and clinical studies. The CRIC study revealed hypertension in 86% of adults with CKD, compared to 29% in the general population, with prevalence and treatment resistance increasing alongside CKD severity.[1] According to the European Society of Hypertension (ESH) MASTERplan, effective hypertension management involves accurate BP measurement, patient assessment, therapy selection, and regular evaluation, with referrals for complex cases.[2] Additionally, intensive blood pressure (BP) lowering reduces kidney failure risk by 17% and end-stage renal disease by 18%, particularly in proteinuric patients.[3] ESH guidelines also advocate universal lifestyle modifications&mdash;healthy diet, regular exercise, weight control, reduced sodium, increased potassium, smoking cessation, stress management, and pollution avoidance&mdash;to delay disease progression.[2]



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/
	a, b https://www.ejinme.com/article/S0953-6205(24)00238-3/fulltext
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/


",1452,448,"0,0,0,0,0,0,0"
45598,35664,Detection and evaluation of CKD,"Detection and evaluation of chronic kidney disease (CKD) primarily involves assessing glomerular filtration rate (GFR), which is now widely estimated based on serum creatinine levels.[1]Estimated GFR helps assess renal function, severity of disease, appropriate drug dosing, and renal involvement in systemic diseases. Renal function tests, including serum creatinine, plasma urea, urine volume, and minerals in urine, monitor renal damage and help determine the underlying etiology. The ideal GFR marker, such as inulin, is metabolically inert and cleared only by the kidneys.[2] Other markers like creatinine and urea are also used, though each has limitations. While creatinine clearance is useful, it can be inaccurate at low GFR and affected by drugs. Advanced methods, including radiolabeled compounds, can further assess kidney function.



Citation



	^ https://www.annlabmed.org/journal/view.html?uid=3514&amp;vmd=Full&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC11150208/&nbsp;


",346,74,"0,0,0,0,0,0,0"
45599,35665,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension (HTN) share a complex, bidirectional relationship&mdash;declining kidney function raises blood pressure, while sustained hypertension accelerates CKD progression. This harmful feedback loop is well-documented in both animal models and clinical studies. In the Chronic Renal Insufficiency Cohort (CRIC) study of 3612 adults with CKD, 86% reported hypertension compared to 29% in the general population. Hypertension becomes increasingly prevalent and harder to control as CKD advances.[1] Intensive blood pressure lowering has been shown to reduce the risk of kidney failure events by 17% and end-stage kidney disease by 18%, especially in patients with proteinuria.[2] Effective management of hypertension in CKD includes identifying the underlying renal pathology, setting appropriate BP goals, and implementing both non-pharmacological and pharmacological interventions.



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/


",1032,302,"0,0,0,0,0,0,0"
45600,35666,Detection and evaluation of CKD,"Detection and evaluation of chronic kidney disease (CKD) primarily involves assessing glomerular filtration rate (GFR), which is now widely estimated based on serum creatinine levels.[1] Estimated GFR helps assess renal function, severity of disease, appropriate drug dosing, and renal involvement in systemic diseases. Renal function tests, including serum creatinine, plasma urea, urine volume, and minerals in urine, monitor renal damage and help determine the underlying etiology. The ideal GFR marker, such as inulin, is metabolically inert and cleared only by the kidneys.[2] Other markers like creatinine and urea are also used, though each has limitations. While creatinine clearance is useful, it can be inaccurate at low GFR and affected by drugs. Advanced methods, including radiolabeled compounds, can further assess kidney function.



Citation



	^ https://www.annlabmed.org/journal/view.html?uid=3514&amp;vmd=Full&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC11150208/&nbsp;


",1354,394,"0,0,0,0,0,0,0"
45602,35668,CKD and bone mineral disorders,"Chronic kidney disease&ndash;mineral and bone disorder (CKD-MBD) is a systemic complication affecting 5&ndash;10% of the global population with CKD. It involves abnormalities in calcium, phosphate, parathyroid hormone (PTH), and vitamin D metabolism, as well as disruptions in bone turnover, mineralization, and vascular or soft tissue calcification.[1][2] CKD-MBD is often asymptomatic in its early stages, with later manifestations including joint pain, tendon rupture, fractures, and proximal muscle weakness. Both low- and high-turnover bone abnormalities may present with similar clinical features. Diagnosis typically relies on measuring calcium, phosphorus, and PTH levels, with bone biopsy considered the gold standard&mdash;though its use is limited due to its invasive nature.[3] Management primarily aims to prevent secondary hyperparathyroidism. KDIGO guidelines emphasize monitoring serial biochemical markers and highlight the importance of preventing hyperphosphatemia rather than focusing solely on normalization of phosphate levels.[1]



Citation



	a, b https://pmc.ncbi.nlm.nih.gov/articles/PMC6935280/
	^ https://www.kidney-international.org/article/S0085-2538(15)51415-4/fulltext
	^ https://journals.lww.com/jasn/abstract/2007/03000/metabolic_bone_disease_in_chronic_kidney_disease.27.aspx


",765,226,"0,0,0,0,0,0,0"
45604,35670,CKD and bone mineral disorders,"Chronic kidney disease&ndash;mineral and bone disorder (CKD-MBD) is a systemic complication affecting 5&ndash;10% of the global population with CKD. It involves abnormalities in calcium, phosphate, parathyroid hormone (PTH), and vitamin D metabolism, as well as disruptions in bone turnover, mineralization, and vascular or soft tissue calcification.[1][2] CKD-MBD is often asymptomatic in its early stages, with later manifestations including joint pain, tendon rupture, fractures, and proximal muscle weakness. Both low- and high-turnover bone abnormalities may present with similar clinical features. Diagnosis typically relies on measuring calcium, phosphorus, and PTH levels, with bone biopsy considered the gold standard&mdash;though its use is limited due to its invasive nature.[3] Management primarily aims to prevent secondary hyperparathyroidism. KDIGO guidelines emphasize monitoring serial biochemical markers and highlight the importance of preventing hyperphosphatemia rather than focusing solely on normalization of phosphate levels.[1]



Citation



	a, b https://pmc.ncbi.nlm.nih.gov/articles/PMC6935280/&nbsp;
	^ https://www.kidney-international.org/article/S0085-2538(15)51415-4/fulltext&nbsp;
	^ https://journals.lww.com/jasn/abstract/2007/03000/metabolic_bone_disease_in_chronic_kidney_disease.27.aspx


",748,221,"0,0,0,0,0,0,0"
45605,35671,Medical management of renal stones,"Kidney stones affect 1 in 11 people globally, with a high recurrence rate within 5&ndash;10 years.[1] In India, about 2 million cases of urolithiasis are reported annually. Most stones are calcium-based (70&ndash;80%), followed by uric acid, cystine, struvite, and mixed types. Risk factors include genetic predisposition, metabolic syndrome, low fluid intake, and high intake of sodium, animal protein, and oxalate-rich foods. Common symptoms include renal colic, flank pain, hematuria, and urinary tract infections (UTIs).[2] Diagnostic evaluation involves KUB X-ray, ultrasound, intravenous pyelogram (IVP), or helical CT, which has a sensitivity of 97%.[1] Management includes increased fluid intake, adequate dietary calcium (1000&ndash;1200 mg/day) in recurrent calcium stone formers, and reduction of sodium and oxalate intake, along with correction of hypocitraturia.[1][3] Pharmacological options&mdash;based on stone type&mdash;include thiazides, potassium citrate, allopurinol, pyridoxine, and tiopronin.[3] Medical expulsive therapy with tamsulosin, nifedipine, and steroids helps facilitate ureteric stone passage.[1]



Citation



	a, b, c, d https://journals.lww.com/indjem/fulltext/2012/16020/medical_management_of_renal_stone.14.aspx
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC5817324/
	a, b https://www.bmj.com/content/352/bmj.i52.full


",2061,622,"0,0,0,0,0,0,0"
45606,35672,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension (HTN) share a complex, bidirectional relationship&mdash;declining kidney function raises blood pressure, while sustained hypertension accelerates CKD progression. This harmful feedback loop is well-documented in both animal models and clinical studies. In the Chronic Renal Insufficiency Cohort (CRIC) study of 3612 adults with CKD, 86% reported hypertension compared to 29% in the general population. Hypertension becomes increasingly prevalent and harder to control as CKD advances.[1] Intensive blood pressure lowering has been shown to reduce the risk of kidney failure events by 17% and end-stage kidney disease by 18%, especially in patients with proteinuria.[2] Effective management of hypertension in CKD includes identifying the underlying renal pathology, setting appropriate BP goals, and implementing both non-pharmacological and pharmacological interventions.



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/


",837,241,"0,0,0,0,0,0,0"
45616,35675,CKD screening in type 2 DM,"Chronic kidney disease (CKD) screening in individuals with type 2 diabetes is essential to prevent progression to end-stage renal disease (ESRD). Patients with diabetes are at an increased risk of CKD, yet a significant proportion remain undiagnosed. Early detection is critical, as it allows for timely intervention to slow disease progression.[1] Screening typically involves measuring urinary albumin excretion (UAE), which helps identify early signs of kidney damage. Regular monitoring of UAE and estimated glomerular filtration rate (eGFR) can aid in the early identification of CKD.[2] Screening should begin at diagnosis in patients with type 2 diabetes and continue annually, as early intervention with lifestyle changes and pharmacologic treatments, such as ACE inhibitors or ARBs, can significantly reduce the risk of ESRD and improve long-term outcomes.



Citation



	^ https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02438-6&nbsp;
	^ https://www.nature.com/articles/s41598-024-56765-0


",610,107,"0,0,0,0,0,0,0"
45618,35677,Cardiorenal syndrome,"Cardiorenal syndrome refers to the interdependent dysfunction of the heart and kidneys, where acute or chronic dysfunction in one organ induces dysfunction in the other. The pathophysiology is complex, involving the renin-angiotensin-aldosterone system (RAS), nitric oxide-reactive oxygen species (NO-ROS) imbalance, inflammation, and sympathetic activation.[1]&nbsp;Five types of cardiorenal syndrome are recognized, each defined by the primary organ dysfunction, with a novel sixth type, chronic secondary cardiorenal syndrome, also proposed. Patient history, clinical examination, and management aid in understanding the condition, while specific biomarkers for the heart and kidneys play a crucial role in diagnosis. Ultrasound is preferred for imaging, although MRI and nuclear imaging are also utilized. Key management strategies include decongestive therapies, ionotropic therapy, and RAAS inhibition, with specific treatment algorithms suggested by the cardio-renal dysfunction study group.[2]



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC9179008/
	^ https://www.ahajournals.org/doi/10.1161/CIR.0000000000001063&nbsp;


",653,88,"0,0,0,0,0,0,0"
45699,35693,Nephrotic syndrome and CKD,"Nephrotic Syndrome (NS) is a clinical condition characterized by significant proteinuria (&gt;40 mg/m&sup2;/hour or &gt;3 g/day), leading to hypoalbuminemia (&lt;30 g/L), hyperlipidemia, and edema. Primary causes include minimal change disease, focal segmental glomerulosclerosis, membranous nephropathy, and hereditary nephropathies, while secondary causes include diabetes mellitus, lupus, vasculitis, and infections such as hepatitis B and HIV. In children, minimal change disease is the most frequent cause. Edema is the hallmark clinical feature of NS. Initial treatment typically involves corticosteroids, with a 12-week prednisone regimen: 60 mg/m&sup2;/day for 4 weeks, then 40 mg/m&sup2; on alternate days for another 4 weeks, followed by a taper of 5&ndash;10 mg/m&sup2; per week over 4 weeks. Thorough clinical assessment, including height, weight, blood pressure, and infection screening, is essential before initiating therapy. Patient education and adherence are critical for managing this chronic condition and preventing complications, particularly in outpatient settings where pharmacists can play a key role in supporting compliance.[1]



Citation



	^ https://www.ncbi.nlm.nih.gov/books/NBK470444/


",268,87,"0,0,0,0,0,0,0"
45701,35694,Proteinuria in chronic kidney disease,"Proteinuria, the presence of excess protein in urine, is a significant marker of kidney damage in chronic kidney disease (CKD). It results from glomerular injury, leading to increased permeability of the filtration barrier, allowing proteins like albumin to pass into the urine.[1] Proteinuria is both a sign of kidney dysfunction and a risk factor for disease progression. The amount of proteinuria correlates with the severity of kidney damage and can predict the progression to end-stage renal disease. Managing proteinuria involves controlling blood pressure, particularly with angiotensin-converting enzyme inhibitors (ACE inhibitors) or angiotensin receptor blockers (ARBs), which help reduce protein leakage.[2] Tight glycemic control in diabetic patients and lifestyle modifications are also crucial. Regular monitoring of protein levels is essential for assessing CKD progression and treatment effectiveness.



Citation



	^ https://www.nature.com/articles/s41598-024-64833-8&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC9380095/&nbsp;&nbsp;


",352,59,"0,0,0,0,0,0,0"
45703,35695,Nutritional management of chronic kidney disease and dialysis,"Chronic kidney disease (CKD) is a global public health issue affecting approximately 5%&ndash;15% of the population, with a growing number progressing to end-stage renal disease (ESRD) requiring dialysis.[1] Nutritional management plays a critical role across all stages of CKD. Early intervention targets modifiable risk factors such as obesity, diabetes, and hypertension through dietary adjustments, including reduced salt intake, increased fruits and vegetables, and lower saturated fat consumption. As eGFR declines, patients may develop dyslipidemia, anemia, and acidosis, requiring reduced animal protein intake, increased consumption of unsaturated fats and whole grains, and careful fluid management. In advanced stages of kidney failure, malnutrition, inflammation, and mineral-bone disorder become major concerns. Nutritional strategies include limiting fluid intake and dietary phosphate, optimizing protein quality and quantity, and introducing oral nutrition supplements when intake or weight declines. Tailored dietary approaches, along with regular monitoring, are essential to slow CKD progression and improve patient outcomes.[2]



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC5372871/
	^ https://www.ajkd.org/article/S0272-6386(21)00764-2/fulltext&nbsp;


",513,77,"0,0,0,0,0,0,0"
45785,35717,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension (HTN) share a complex, bidirectional relationship&mdash;declining kidney function raises blood pressure, while sustained hypertension accelerates CKD progression. This harmful feedback loop is well-documented in both animal models and clinical studies. In the Chronic Renal Insufficiency Cohort (CRIC) study of 3612 adults with CKD, 86% reported hypertension compared to 29% in the general population. Hypertension becomes increasingly prevalent and harder to control as CKD advances.[1] Intensive blood pressure lowering has been shown to reduce the risk of kidney failure events by 17% and end-stage kidney disease by 18%, especially in patients with proteinuria.[2] Effective management of hypertension in CKD includes identifying the underlying renal pathology, setting appropriate BP goals, and implementing both non-pharmacological and pharmacological interventions.



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/


",305,67,"0,0,0,0,0,0,0"
45787,35719,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension (HTN) share a complex, bidirectional relationship&mdash;declining kidney function raises blood pressure, while sustained hypertension accelerates CKD progression. This harmful feedback loop is well-documented in both animal models and clinical studies. In the Chronic Renal Insufficiency Cohort (CRIC) study of 3612 adults with CKD, 86% reported hypertension compared to 29% in the general population. Hypertension becomes increasingly prevalent and harder to control as CKD advances.[1] Intensive blood pressure lowering has been shown to reduce the risk of kidney failure events by 17% and end-stage kidney disease by 18%, especially in patients with proteinuria.[2] Effective management of hypertension in CKD includes identifying the underlying renal pathology, setting appropriate BP goals, and implementing both non-pharmacological and pharmacological interventions.



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/


",354,80,"0,0,0,0,0,0,0"
45788,35720,Conventional and novel therapies for treating iron deficiency anemia in ND-CKD,"Iron deficiency anemia (IDA) is a common complication in non-dialysis chronic kidney disease (ND-CKD) patients, often exacerbated by inflammation and impaired iron utilization. Treatment strategies involve identifying absolute vs. functional iron deficiency using indicators like TSAT and ferritin levels.[1] Conventional therapies include oral iron supplements and intravenous (IV) iron, but these come with risks such as iron overload and oxidative stress. Novel therapies include Ferric citrate (FC), which regulates iron absorption and is FDA-approved for ND-CKD patients, Ferric maltol for patients with inflammatory bowel disease, and Ferric pyrophosphate citrate (FPC), which is delivered via dialysate for hemodialysis patients. Liposomal and Sucrosomial iron offer promising results by bypassing the gastrointestinal tract, reducing side effects, and improving hemoglobin levels.[2] These emerging therapies provide safer, more effective alternatives for managing IDA in CKD.



Citation



	^ https://karger.com/aha/article-abstract/142/1/44/15533/Iron-Deficiency-Anemia-in-Chronic-Kidney-Disease?redirectedFrom=fulltext&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC10305423/&nbsp;


",1435,398,"0,0,0,0,0,0,0"
45789,35721,Nephrotic syndrome and CKD,"Nephrotic Syndrome (NS) is a clinical condition characterized by significant proteinuria (&gt;40 mg/m&sup2;/hour or &gt;3 g/day), leading to hypoalbuminemia (&lt;30 g/L), hyperlipidemia, and edema. Primary causes include minimal change disease, focal segmental glomerulosclerosis, membranous nephropathy, and hereditary nephropathies, while secondary causes include diabetes mellitus, lupus, vasculitis, and infections such as hepatitis B and HIV. In children, minimal change disease is the most frequent cause. Edema is the hallmark clinical feature of NS. Initial treatment typically involves corticosteroids, with a 12-week Prednisone regimen: 60 mg/m&sup2;/day for 4 weeks, then 40 mg/m&sup2; on alternate days for another 4 weeks, followed by a taper of 5&ndash;10 mg/m&sup2; per week over 4 weeks. Thorough clinical assessment, including height, weight, blood pressure, and infection screening, is essential before initiating therapy. Patient education and adherence are critical for managing this chronic condition and preventing complications, particularly in outpatient settings where pharmacists can play a key role in supporting compliance.[1]



Citation



	^ https://www.ncbi.nlm.nih.gov/books/NBK470444/


",1289,282,"0,0,0,0,0,0,0"
45854,35746,Nephrotic syndrome,"Nephrotic syndrome is characterized by hypoalbuminemia, severe proteinuria, and peripheral edema, usually in conjunction with hyperlipidemia.[1] The condition may be idiopathic or can originate due to diverse secondary causes. Nephrotic syndrome may also give rise to complications, such as infections, hypocalcemia, bone abnormalities, hyperlipidemia, atherosclerosis, hypercoagulability, and hypovolemia. For diagnosis, blood tests, including serum albumin, total cholesterol and triglycerides, and creatinine assessment, are warranted. Testing for secondary causes is also recommended. Imaging tests include ultrasonography, renal biopsy tests, and autoantibodies against PLAR.[2] Management involves edema control via fluid and dietary restriction coupled with loop diuretics. Hospital admission may be needed for unresponsive patients.



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC10924861/&nbsp;
	^ https://www.ncbi.nlm.nih.gov/books/NBK470444/


",386,108,"0,0,0,0,0,0,0"
45857,35747,Anemia in chronic kidney disease,"Anemia is a common complication of chronic kidney disease (CKD).[1] Anemia refers to a decrease in the number of RBCs or the amount of hemoglobin in the blood. It is relatively uncommon in stages 1-2 of CKD; however, almost 90% of patients with a glomerular filtration rate (GFR) less than 30 mL/min are anemic. Also, the prevalence of anemia in CKD increases as the CKD stage increases. For the evaluation of anemia in CKD, the initial tests must include a variety of tests, including complete blood count (CBC), serum ferritin, serum transferrin saturation (TSAT), absolute reticulocyte count, serum vitamin B12 and folate levels. Iron therapy is a commonly adopted approach for the treatment of anemia in CKD.[2]



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC11200696/&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC7863960/


",483,133,"0,0,0,0,0,0,0"
45858,35748,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension (HTN) share a complex, bidirectional relationship&mdash;declining kidney function raises blood pressure, while sustained hypertension accelerates CKD progression. This harmful feedback loop is well-documented in both animal models and clinical studies. In the Chronic Renal Insufficiency Cohort (CRIC) study of 3612 adults with CKD, 86% reported hypertension compared to 29% in the general population. Hypertension becomes increasingly prevalent and harder to control as CKD advances.[1] Intensive blood pressure lowering has been shown to reduce the risk of kidney failure events by 17% and end-stage kidney disease by 18%, especially in patients with proteinuria.[2] Effective management of hypertension in CKD includes identifying the underlying renal pathology, setting appropriate BP goals, and implementing both non-pharmacological and pharmacological interventions.



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/


",1489,413,"0,0,0,0,0,0,0"
45882,35758,Detection and evaluation of CKD,"Detection and evaluation of chronic kidney disease (CKD) primarily involves assessing glomerular filtration rate (GFR), which is now widely estimated based on serum creatinine levels.[1] Estimated GFR helps assess renal function, severity of disease, appropriate drug dosing, and renal involvement in systemic diseases. Renal function tests, including serum creatinine, plasma urea, urine volume, and minerals in urine, monitor renal damage and help determine the underlying etiology. The ideal GFR marker, such as inulin, is metabolically inert and cleared only by the kidneys.[2] Other markers like creatinine and urea are also used, though each has limitations. While creatinine clearance is useful, it can be inaccurate at low GFR and affected by drugs. Advanced methods, including radiolabeled compounds, can further assess kidney function.



Citation



	^ https://www.annlabmed.org/journal/view.html?uid=3514&amp;vmd=Full&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC11150208/&nbsp;


",352,115,"0,0,0,0,0,0,0"
45883,35759,CKD and bone mineral disorders,"Chronic kidney disease&ndash;mineral and bone disorder (CKD-MBD) is a systemic complication affecting 5&ndash;10% of the global population with CKD. It involves abnormalities in calcium, phosphate, parathyroid hormone (PTH), and vitamin D metabolism, as well as disruptions in bone turnover, mineralization, and vascular or soft tissue calcification.[1],[2] CKD-MBD is often asymptomatic in its early stages, with later manifestations including joint pain, tendon rupture, fractures, and proximal muscle weakness. Both low- and high-turnover bone abnormalities may present with similar clinical features. Diagnosis typically relies on measuring calcium, phosphorus, and PTH levels, with bone biopsy considered the gold standard&mdash;though its use is limited due to its invasive nature.[3] Management primarily aims to prevent secondary hyperparathyroidism. KDIGO guidelines emphasize monitoring serial biochemical markers and highlight the importance of preventing hyperphosphatemia rather than focusing solely on normalization of phosphate levels.



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC6935280/
	^ https://www.kidney-international.org/article/S0085-2538(15)51415-4/fulltext
	^ https://journals.lww.com/jasn/abstract/2007/03000/metabolic_bone_disease_in_chronic_kidney_disease.27.aspx


",1008,308,"0,0,0,0,0,0,0"
45884,35760,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension (HTN) share a complex, bidirectional relationship&mdash;declining kidney function raises blood pressure, while sustained hypertension accelerates CKD progression. This harmful feedback loop is well-documented in both animal models and clinical studies. In the Chronic Renal Insufficiency Cohort (CRIC) study of 3612 adults with CKD, 86% reported hypertension compared to 29% in the general population. Hypertension becomes increasingly prevalent and harder to control as CKD advances.[1] Intensive blood pressure lowering has been shown to reduce the risk of kidney failure events by 17% and end-stage kidney disease by 18%, especially in patients with proteinuria.[2] Effective management of hypertension in CKD includes identifying the underlying renal pathology, setting appropriate BP goals, and implementing both non-pharmacological and pharmacological interventions.



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/


",837,265,"0,0,0,0,0,0,0"
45891,35763,Challenges and best practices for managing anemia in non-dialysis chronic kidney disease,"In recent years, chronic kidney disease (CKD) has emerged as a non-communicable disease. End-stage renal disease (ESRD) is the last stage of CKD. However, only 10% of patients with ESRD receive any form of renal replacement therapy (RRT).[1] Moreover, patients with moderate-to-severe cases of CKD usually develop anemia; it is commonly experienced by patients with non-dialysis-dependent CKD.[2] In CKD, anemia is often associated with an increased risk of mortality and morbidity. Guidelines recommend the initiation of iron agents in anemic patients with non-dialysis-dependent CKD to either reduce erythropoiesis-stimulating agent doses or obtain and increase in hemoglobin levels with either oral or intravenous iron therapy for patients with transferrin saturation &le; 30% and ferritin &le; 500 &micro;g/L.



Citation



	^ https://pubmed.ncbi.nlm.nih.gov/31929291/&nbsp;
	^ https://bmcnephrol.biomedcentral.com/articles/10.1186/s12882-018-1119-7


",689,219,"0,0,0,0,0,0,0"
